Station Name,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag
TORONTO CITY CENTRE,2015,6,22,,23.9,,16.2,,20.1,,,M,,M,19.0,,,
TORONTO CITY CENTRE,2015,6,23,,26.3,,16.5,,21.4,,,M,,M,1.5,,,
TORONTO CITY CENTRE,2015,6,24,,23.5,,13.7,,18.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,6,25,,21.0,,15.6,,18.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,6,26,,21.6,,15.6,,18.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,6,27,,20.1,,12.9,,16.5,,,M,,M,38.2,,,
TORONTO CITY CENTRE,2015,6,28,,15.7,,12.4,,14.1,,,M,,M,11.5,,,
TORONTO CITY CENTRE,2015,6,29,,23.2,,13.9,,18.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,6,30,,18.6,,14.0,,16.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,1,,24.0,,13.9,,19.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,2,,19.8,,14.7,,17.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,3,,22.1,,11.8,,17.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,4,,22.3,,12.8,,17.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,5,,23.9,,16.2,,20.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,6,,23.5,,16.8,,20.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,7,,24.9,,17.1,,21.0,,,M,,M,8.3,,,
TORONTO CITY CENTRE,2015,7,8,,19.9,,15.1,,17.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,9,,20.0,,15.1,,17.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,10,,23.7,,14.3,,19.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,11,,26.9,,16.6,,21.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,12,,26.7,,18.5,,22.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,13,,23.7,,18.5,,21.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,14,,24.3,,16.8,,20.6,,,M,,M,2.8,,,
TORONTO CITY CENTRE,2015,7,15,,19.7,,13.2,,16.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,16,,21.1,,15.5,,18.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,17,,20.2,,17.2,,18.7,,,M,,M,6.3,,,
TORONTO CITY CENTRE,2015,7,18,,27.9,,18.4,,23.2,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,7,19,,28.2,,19.8,,24.0,,,M,,M,0.8,,,
TORONTO CITY CENTRE,2015,7,20,,25.6,,18.3,,22.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,21,,26.5,,19.2,,22.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,22,,25.8,,14.0,,19.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,23,,25.9,,13.1,,19.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,24,,25.8,,15.1,,20.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,25,,26.2,,18.4,,22.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,26,,27.2,,17.1,,22.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,27,,29.2,,18.0,,23.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,28,,30.1,,20.3,,25.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,29,,29.2,,20.7,,25.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,30,,29.6,,16.0,,22.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,7,31,,28.7,,14.0,,21.4,,,M,,M,0.5,,,
TORONTO CITY CENTRE,2015,8,1,,24.7,,14.1,,19.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,2,,24.0,,13.4,,18.7,,,M,,M,13.6,,,
TORONTO CITY CENTRE,2015,8,3,,26.5,,12.8,,19.7,,,M,,M,1.5,,,
TORONTO CITY CENTRE,2015,8,4,,23.5,,12.0,,17.8,,,M,,M,4.6,,,
TORONTO CITY CENTRE,2015,8,5,,23.7,,12.7,,18.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,6,,21.9,,10.6,,16.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,7,,21.6,,13.6,,17.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,8,,21.4,,17.0,,19.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,9,,23.3,,13.4,,18.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,10,,21.2,,15.1,,18.2,,,M,,M,10.5,,,
TORONTO CITY CENTRE,2015,8,11,,26.5,,18.5,,22.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,12,,24.0,,16.5,,20.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,13,,24.7,,13.7,,19.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,14,,23.1,,19.4,,21.3,,,M,,M,3.9,,,
TORONTO CITY CENTRE,2015,8,15,,26.0,,18.8,,22.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,16,,28.6,,18.6,,23.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,17,,28.9,,19.6,,24.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,18,,24.1,,20.9,,22.5,,,M,,M,1.8,,,
TORONTO CITY CENTRE,2015,8,19,,27.6,,20.8,,24.2,,,M,,M,2.0,,,
TORONTO CITY CENTRE,2015,8,20,,24.9,,19.1,,22.0,,,M,,M,5.8,,,
TORONTO CITY CENTRE,2015,8,21,,23.2,,15.2,,19.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,22,,22.6,,13.7,,18.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,23,,22.9,,15.9,,19.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,24,,23.2,,17.4,,20.3,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,8,25,,21.1,,15.7,,18.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,26,,20.0,,14.9,,17.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,27,,20.0,,12.8,,16.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,28,,22.2,,11.2,,16.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,29,,23.8,,14.9,,19.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,30,,25.1,,17.8,,21.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,8,31,,25.8,,18.5,,22.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,1,,25.8,,17.9,,21.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,2,,29.9,,18.9,,24.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,3,,27.5,,21.0,,24.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,4,,25.4,,21.0,,23.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,5,,25.6,,20.2,,22.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,6,,28.2,,20.8,,24.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,7,,28.4,,21.6,,25.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,8,,27.6,,22.5,,25.1,,,M,,M,3.8,,,
TORONTO CITY CENTRE,2015,9,9,,25.1,,17.7,,21.4,,,M,,M,2.5,,,
TORONTO CITY CENTRE,2015,9,10,,22.9,,15.6,,19.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,11,,23.2,,14.6,,18.9,,,M,,M,5.0,,,
TORONTO CITY CENTRE,2015,9,12,,16.3,,12.6,,14.5,,,M,,M,18.6,,,
TORONTO CITY CENTRE,2015,9,13,,15.8,,11.7,,13.8,,,M,,M,3.1,,,
TORONTO CITY CENTRE,2015,9,14,,23.8,,11.3,,17.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,15,,24.9,,15.0,,20.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,16,,26.7,,16.7,,21.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,17,,25.7,,15.7,,20.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,18,,24.8,,16.1,,20.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,19,,23.3,,13.8,,18.6,,,M,,M,7.1,,,
TORONTO CITY CENTRE,2015,9,20,,17.0,,10.6,,13.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,21,,19.3,,11.7,,15.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,22,,20.6,,12.7,,16.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,23,,21.7,,12.7,,17.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,24,,20.9,,14.2,,17.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,25,,19.3,,15.1,,17.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,26,,18.5,,13.2,,15.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,27,,20.3,,15.1,,17.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,9,28,,21.1,,18.1,,19.6,,,M,,M,2.3,,,
TORONTO CITY CENTRE,2015,9,29,,20.8,,15.2,,18.0,,,M,,M,,M,,
TORONTO CITY CENTRE,2015,9,30,,18.6,,9.4,,14.0,,,M,,M,,M,,
TORONTO CITY CENTRE,2015,10,1,,15.3,,6.7,,11.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,2,,13.2,,6.9,,10.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,3,,12.9,,8.8,,10.9,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,10,4,,14.2,,10.8,,12.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,5,,14.5,,11.5,,13.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,6,,17.0,,13.3,,15.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,7,,20.8,,12.0,,16.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,8,,14.2,,10.0,,12.1,,,M,,M,5.3,,,
TORONTO CITY CENTRE,2015,10,9,,17.2,,8.9,,13.1,,,M,,M,0.5,,,
TORONTO CITY CENTRE,2015,10,10,,15.1,,7.6,,11.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,11,,20.5,,12.8,,16.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,12,,24.4,,15.1,,19.8,,,M,,M,26.6,,,
TORONTO CITY CENTRE,2015,10,13,,17.8,,12.1,,15.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,14,,13.7,,8.5,,11.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,15,,17.6,,7.3,,12.5,,,M,,M,1.6,,,
TORONTO CITY CENTRE,2015,10,16,,13.7,,3.0,,8.4,,,M,,M,0.6,,,
TORONTO CITY CENTRE,2015,10,17,,7.1,,1.2,,4.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,18,,7.1,,0.1,,3.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,19,,14.8,,1.3,,8.1,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,10,20,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2015,10,21,,12.7,,8.6,,10.7,,,M,,M,1.8,,,
TORONTO CITY CENTRE,2015,10,22,,16.6,,6.4,,11.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,23,,8.4,,2.9,,5.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,24,,14.6,,7.9,,11.3,,,M,,M,10.8,,,
TORONTO CITY CENTRE,2015,10,25,,14.2,,5.3,,9.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,26,,10.3,,5.2,,7.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,27,,11.3,,5.9,,8.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,28,,14.2,,9.7,,12.0,,,M,,M,49.4,,,
TORONTO CITY CENTRE,2015,10,29,,11.6,,7.2,,9.4,,,M,,M,0.5,,,
TORONTO CITY CENTRE,2015,10,30,,9.3,,2.0,,5.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,10,31,,10.4,,2.7,,6.6,,,M,,M,1.0,,,
TORONTO CITY CENTRE,2015,11,1,,15.9,,8.0,,12.0,,,M,,M,3.5,,,
TORONTO CITY CENTRE,2015,11,2,,13.9,,4.8,,9.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,3,,17.5,,7.5,,12.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,4,,12.7,,7.9,,10.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,5,,16.7,,8.3,,12.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,6,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2015,11,7,,12.6,,4.5,,8.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,8,,10.4,,3.4,,6.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,9,,10.8,,1.9,,6.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,10,,9.5,,6.0,,7.8,,,M,,M,11.5,,,
TORONTO CITY CENTRE,2015,11,11,,12.0,,6.6,,9.3,,,M,,M,1.0,,,
TORONTO CITY CENTRE,2015,11,12,,11.7,,7.9,,9.8,,,M,,M,1.6,,,
TORONTO CITY CENTRE,2015,11,13,,10.2,,2.6,,6.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,14,,6.6,,2.1,,4.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,15,,14.8,,4.6,,9.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,16,,10.2,,3.9,,7.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,17,,9.2,,3.6,,6.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,18,,13.0,,8.8,,10.9,,,M,,M,2.0,,,
TORONTO CITY CENTRE,2015,11,19,,14.7,,5.6,,10.2,,,M,,M,0.5,,,
TORONTO CITY CENTRE,2015,11,20,,7.1,,1.0,,4.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,21,,7.0,,3.1,,5.1,,,M,,M,3.5,,,
TORONTO CITY CENTRE,2015,11,22,,5.6,,-2.9,,1.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,23,,2.5,,-4.1,,-0.8,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,11,24,,7.5,,0.4,,4.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,25,,7.7,,-0.5,,3.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,26,,10.6,,5.8,,8.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,27,,10.1,,2.1,,6.1,,,M,,M,4.1,,,
TORONTO CITY CENTRE,2015,11,28,,2.3,,-2.5,,-0.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,29,,3.4,,-3.5,,-0.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,11,30,,4.0,,0.1,,2.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,1,,7.9,,2.9,,5.4,,,M,,M,1.8,,,
TORONTO CITY CENTRE,2015,12,2,,8.0,,3.2,,5.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,3,,7.5,,3.3,,5.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,4,,6.3,,4.6,,5.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,5,,7.0,,1.4,,4.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,6,,4.5,,0.4,,2.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,7,,5.2,,1.4,,3.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,8,,5.7,,4.1,,4.9,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,9,,11.3,,4.8,,8.1,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,12,10,,9.7,,4.6,,7.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,11,,12.6,,5.0,,8.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,12,,8.7,,1.8,,5.3,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,13,,7.9,,5.3,,6.6,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,12,14,,12.1,,6.3,,9.2,,,M,,M,3.1,,,
TORONTO CITY CENTRE,2015,12,15,,10.9,,2.6,,6.8,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,16,,6.5,,1.9,,4.2,,,M,,M,1.1,,,
TORONTO CITY CENTRE,2015,12,17,,9.2,,2.9,,6.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,18,,4.2,,-1.5,,1.4,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,19,,0.1,,-2.1,,-1.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,20,,6.1,,-2.0,,2.1,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,21,,7.4,,5.1,,6.3,,,M,,M,3.3,,,
TORONTO CITY CENTRE,2015,12,22,,9.8,,3.5,,6.7,,,M,,M,0.8,,,
TORONTO CITY CENTRE,2015,12,23,,12.7,,3.0,,7.9,,,M,,M,1.1,,,
TORONTO CITY CENTRE,2015,12,24,,12.8,,5.1,,9.0,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,25,,9.4,,3.7,,6.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2015,12,26,,5.1,,0.9,,3.0,,,M,,M,2.3,,,
TORONTO CITY CENTRE,2015,12,27,,4.2,,-0.3,,2.0,,,M,,M,2.5,,,
TORONTO CITY CENTRE,2015,12,28,,1.6,,-5.2,,-1.8,,,M,,M,2.3,,,
TORONTO CITY CENTRE,2015,12,29,,,,,,,,,,,,,,,
TORONTO CITY CENTRE,2015,12,30,,4.7,,1.8,,3.3,,,M,,M,0.3,,,
TORONTO CITY CENTRE,2015,12,31,,2.2,,0.7,,1.5,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,1,1,,1.0,,-2.3,,-0.7,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,1,2,,2.2,,-2.5,,-0.2,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,1,3,,2.7,,-9.8,,-3.6,,,M,,M,0.0,,,
TORONTO CITY CENTRE,2016,1,4,,-9.8,,-13.8,,-11.8,,,M,,M,0.0,,,
